lang_key,translation_key,translation_text,verified,translated
en,COVERAGE_ITEMS,Coverage Items,FALSE,FALSE
arb,COVERAGE_ITEMS,بنود التغطية,FALSE,FALSE
en,PRICE_LIST_TYPE,Price List Type,FALSE,FALSE
arb,PRICE_LIST_TYPE,نوع قائمة الأسعار,FALSE,FALSE
en,ATTACHMENT_TYPE,Attachment Type,FALSE,FALSE
arb,ATTACHMENT_TYPE,نوع المرفق,FALSE,FALSE
en,INTERNATIONAL_CODES,International Codes,FALSE,FALSE
arb,INTERNATIONAL_CODES,الرموز الدولية,FALSE,FALSE
en,ADMINISTRATIVE_WARNINGS,Administrative Warnings,FALSE,FALSE
arb,ADMINISTRATIVE_WARNINGS,التحذيرات الإدارية,FALSE,FALSE
en,PATIENT_ORIGIN,Patient Origin,FALSE,FALSE
arb,PATIENT_ORIGIN,مصدر المريض,FALSE,FALSE
en,BOOKING_VISIT_TYPE,Booking Visit Type,FALSE,FALSE
arb,BOOKING_VISIT_TYPE,نوع زيارة الحجز,FALSE,FALSE
en,BOOKING_RESOURCE_TYPES,Booking Resource Types,FALSE,FALSE
arb,BOOKING_RESOURCE_TYPES,أنواع موارد الحجز,FALSE,FALSE
en,RECURRING_APPOINTMENTS_PATTERN,Recurring Appointments Pattern,FALSE,FALSE
arb,RECURRING_APPOINTMENTS_PATTERN,نمط المواعيد المتكررة,FALSE,FALSE
en,DAYS_OF_THE_WEEK,Days of the Week,FALSE,FALSE
arb,DAYS_OF_THE_WEEK,أيام الأسبوع,FALSE,FALSE
en,ADDRESS_ENTITY_TYPE,Address Entity Type,FALSE,FALSE
arb,ADDRESS_ENTITY_TYPE,نوع كيان العنوان,FALSE,FALSE
en,FAMILY_MEMBER_CATEGORY,Family Member Category,FALSE,FALSE
arb,FAMILY_MEMBER_CATEGORY,فئة أفراد العائلة,FALSE,FALSE
en,DIAGNOSIS_TYPE,Diagnosis Type,FALSE,FALSE
arb,DIAGNOSIS_TYPE,نوع التشخيص,FALSE,FALSE
en,DIAGNOSIS_STATUS,Diagnosis Status,FALSE,FALSE
arb,DIAGNOSIS_STATUS,حالة التشخيص,FALSE,FALSE
en,BOOKING_STATUS,Booking Status,FALSE,FALSE
arb,BOOKING_STATUS,حالة الحجز,FALSE,FALSE
en,PAYMENT_TYPES,Payment Types,FALSE,FALSE
arb,PAYMENT_TYPES,أنواع الدفع,FALSE,FALSE
en,PAYMENT_METHODS,Payment Methods,FALSE,FALSE
arb,PAYMENT_METHODS,طرق الدفع,FALSE,FALSE
en,PACKAGE_ITEMS_TYPES,Package Items Types,FALSE,FALSE
arb,PACKAGE_ITEMS_TYPES,أنواع عناصر الباقة,FALSE,FALSE
en,INSURANCE_PROVIDERS,Insurance Providers,FALSE,FALSE
arb,INSURANCE_PROVIDERS,شركات التأمين,FALSE,FALSE
en,INSURANCE_PLAN_TYPES,Insurance Plan Types,FALSE,FALSE
arb,INSURANCE_PLAN_TYPES,أنواع خطط التأمين,FALSE,FALSE
en,VESSELS,Vessels,FALSE,FALSE
arb,VESSELS,الأوعية الدموية,FALSE,FALSE
en,REMINDER_TYPES,Reminder Types,FALSE,FALSE
arb,REMINDER_TYPES,أنواع التذكيرات,FALSE,FALSE
en,URGENCY_TAGS,Urgency Tags,FALSE,FALSE
arb,URGENCY_TAGS,علامات الاستعجال,FALSE,FALSE
en,ACCOUNT_TYPE,Account Type,FALSE,FALSE
arb,ACCOUNT_TYPE,نوع الحساب,FALSE,FALSE
en,CHARGE_TYPE,Charge Type,FALSE,FALSE
arb,CHARGE_TYPE,نوع الرسوم,FALSE,FALSE
en,EMPLOYEE_CLIENT_TYPE,Employee Client Type,FALSE,FALSE
arb,EMPLOYEE_CLIENT_TYPE,نوع عميل الموظف,FALSE,FALSE
en,EMPLOYEE_POSITION_CATEGORY,Employee Position Category,FALSE,FALSE
arb,EMPLOYEE_POSITION_CATEGORY,فئة منصب الموظف,FALSE,FALSE
en,EMPLOYEE_DEPARTMENT_CATEGORY,Employee Department Category,FALSE,FALSE
arb,EMPLOYEE_DEPARTMENT_CATEGORY,فئة قسم الموظف,FALSE,FALSE
en,EMPLOYEE_CREW_TYPE,Employee Crew Type,FALSE,FALSE
arb,EMPLOYEE_CREW_TYPE,نوع طاقم الموظف,FALSE,FALSE
en,MEDICAL_GENDER_LIST,Medical Gender List,FALSE,FALSE
arb,MEDICAL_GENDER_LIST,قائمة الجنس الطبي,FALSE,FALSE
en,PAIN_PATTERNS,Pain Patterns,FALSE,FALSE
arb,PAIN_PATTERNS,أنماط الألم,FALSE,FALSE
en,BODY_PARTS,Body Parts,FALSE,FALSE
arb,BODY_PARTS,أجزاء الجسم,FALSE,FALSE
en,STATE_PROVINCE_REGION,State Province Region,FALSE,FALSE
arb,STATE_PROVINCE_REGION,الولاية / المحافظة / المنطقة,FALSE,FALSE
en,AGE_UNITS,Age Units,FALSE,FALSE
arb,AGE_UNITS,وحدات العمر,FALSE,FALSE
en,APPOINTMENT_INSTRUCTIONS,Appointment Instructions,FALSE,FALSE
arb,APPOINTMENT_INSTRUCTIONS,تعليمات الموعد,FALSE,FALSE
en,GENERAL_ORDER_STATUS,General Order Status,FALSE,FALSE
arb,GENERAL_ORDER_STATUS,حالة الطلب العامة,FALSE,FALSE
en,APPOINTMENT_DURATION,Appointment Duration,FALSE,FALSE
arb,APPOINTMENT_DURATION,مدة الموعد,FALSE,FALSE
en,ORDER_PRIORITY,Order Priority,FALSE,FALSE
arb,ORDER_PRIORITY,أولوية الطلب,FALSE,FALSE
en,DIAGNOSTIC_ORDER_REASON,Diagnostic Order Reason,FALSE,FALSE
arb,DIAGNOSTIC_ORDER_REASON,سبب الطلب التشخيصي,FALSE,FALSE
en,MEDICATION_DURATION,Medication Duration,FALSE,FALSE
arb,MEDICATION_DURATION,مدة الدواء,FALSE,FALSE
en,PREFIX,Prefix,FALSE,FALSE
arb,PREFIX,اللقب,FALSE,FALSE
en,ATTACHMENT_SOURCE,Attachment Source,FALSE,FALSE
arb,ATTACHMENT_SOURCE,مصدر المرفق,FALSE,FALSE
en,PRESCRIPTION_INSTRUCTIONS_TYPE,Prescription Instructions Type,FALSE,FALSE
arb,PRESCRIPTION_INSTRUCTIONS_TYPE,نوع تعليمات الوصفة الطبية,FALSE,FALSE
en,ALLERGIC_REACTIONS_TYPES,Allergic Reactions Types,FALSE,FALSE
arb,ALLERGIC_REACTIONS_TYPES,أنواع التفاعلات التحسسية,FALSE,FALSE
en,MEDICAL_WARNING_TYPES,Medical Warning Types,FALSE,FALSE
arb,MEDICAL_WARNING_TYPES,أنواع التحذيرات الطبية,FALSE,FALSE
en,APPOINTMENT_CANCELLATION_REASON,Appointment Cancellation Reason,FALSE,FALSE
arb,APPOINTMENT_CANCELLATION_REASON,سبب إلغاء الموعد,FALSE,FALSE
en,APPOINTMENT_NOSHOW_REASON,Appointment NoShow Reason,FALSE,FALSE
arb,APPOINTMENT_NOSHOW_REASON,سبب عدم حضور الموعد,FALSE,FALSE
en,VACCINE_TYPE,Vaccine Type,FALSE,FALSE
arb,VACCINE_TYPE,نوع اللقاح,FALSE,FALSE
en,VISIT_CARE_PLAN_OPTIONS,Visit Care Plan Options,FALSE,FALSE
arb,VISIT_CARE_PLAN_OPTIONS,خيارات خطة رعاية الزيارة,FALSE,FALSE
en,REFILL_INTERVAL,Refill Interval,FALSE,FALSE
arb,REFILL_INTERVAL,فترة إعادة صرف الدواء,FALSE,FALSE
en,PRACTITIONER_SUBSPECIALTY,Practitioner SubSpecialty,FALSE,FALSE
arb,PRACTITIONER_SUBSPECIALTY,التخصص الفرعي للممارس,FALSE,FALSE
en,PRACTITIONER_SPECIALTY,Practitioner Specialty,FALSE,FALSE
arb,PRACTITIONER_SPECIALTY,تخصص الممارس,FALSE,FALSE
en,LABORATORY_TUBES_COLORS,Laboratory Tubes Colors,FALSE,FALSE
arb,LABORATORY_TUBES_COLORS,ألوان أنابيب المختبر,FALSE,FALSE
en,ROLE_OF_ER_CONTACT,Role of ER contact,FALSE,FALSE
arb,ROLE_OF_ER_CONTACT,دور جهة اتصال الطوارئ,FALSE,FALSE
en,CRITICALITY,Criticality,FALSE,FALSE
arb,CRITICALITY,درجة الخطورة,FALSE,FALSE
en,ALLERGY_PROPENSITY,Allergy Propensity,FALSE,FALSE
arb,ALLERGY_PROPENSITY,قابلية الإصابة بالحساسية,FALSE,FALSE
en,ADMINISTRATION_INSTRUCTIONS_OF_DRUG_ORDER,Administration Instructions of Drug Order,FALSE,FALSE
arb,ADMINISTRATION_INSTRUCTIONS_OF_DRUG_ORDER,تعليمات إعطاء طلب الدواء,FALSE,FALSE
en,MEDICATION_ORDER_TYPES,Medication Order Types,FALSE,FALSE
arb,MEDICATION_ORDER_TYPES,أنواع طلبات الأدوية,FALSE,FALSE
en,NUMBERS,Numbers,FALSE,FALSE
arb,NUMBERS,الأرقام,FALSE,FALSE
en,MEDICATION_INDICATION_USE,Medication Indication Use,FALSE,FALSE
arb,MEDICATION_INDICATION_USE,دواعي استخدام الدواء,FALSE,FALSE
en,NUMBER_SERIAL,Number Serial,FALSE,FALSE
arb,NUMBER_SERIAL,الرقم التسلسلي,FALSE,FALSE
en,PROCEDURE_STATUS,Procedure Status,FALSE,FALSE
arb,PROCEDURE_STATUS,حالة الإجراء,FALSE,FALSE
en,SIDES,SIDES,FALSE,FALSE
arb,SIDES,الجهات,FALSE,FALSE
en,CONSENT_FORM_TYPES,Consent Form Types,FALSE,FALSE
arb,CONSENT_FORM_TYPES,أنواع نماذج الموافقة,FALSE,FALSE
en,ANESTHESIA_TYPES,Anesthesia Types,FALSE,FALSE
arb,ANESTHESIA_TYPES,أنواع التخدير,FALSE,FALSE
en,PROCEDURE_COMPLICATIONS,Procedure Complications,FALSE,FALSE
arb,PROCEDURE_COMPLICATIONS,مضاعفات الإجراء,FALSE,FALSE
en,PROCEDURE_OUTCOMES,Procedure Outcomes,FALSE,FALSE
arb,PROCEDURE_OUTCOMES,نتائج الإجراء,FALSE,FALSE
en,CORRECT_INCORRECT,Correct Incorrect,FALSE,FALSE
arb,CORRECT_INCORRECT,صحيح / غير صحيح,FALSE,FALSE
en,POST_PROCEDURE_INSTRUCTIONS,Post Procedure Instructions,FALSE,FALSE
arb,POST_PROCEDURE_INSTRUCTIONS,تعليمات ما بعد الإجراء,FALSE,FALSE
en,INTERACTION_FOOD,Interaction Food,FALSE,FALSE
arb,INTERACTION_FOOD,التفاعل مع الطعام,FALSE,FALSE
en,CPT_CATEGORIES,CPT Categories,FALSE,FALSE
arb,CPT_CATEGORIES,فئات CPT,FALSE,FALSE
en,LOINC_ORDER_OBSERVATION,LOINC order_observation,FALSE,FALSE
arb,LOINC_ORDER_OBSERVATION,طلب / ملاحظة LOINC,FALSE,FALSE
en,LABORATORY_SAMPLE_CONTAINER,Laboratory Sample Container,FALSE,FALSE
arb,LABORATORY_SAMPLE_CONTAINER,حاوية عينة المختبر,FALSE,FALSE
en,ORDER_STATUS_IN_LAB_AND_RAD,Order Status in Lab and Rad,FALSE,FALSE
arb,ORDER_STATUS_IN_LAB_AND_RAD,حالة الطلب في المختبر والأشعة,FALSE,FALSE
en,TEST_RESULT_TYPE,Test Result Type,FALSE,FALSE
arb,TEST_RESULT_TYPE,نوع نتيجة الفحص,FALSE,FALSE
en,POSITIVE_NEGATIVE,Positive Negative,FALSE,FALSE
arb,POSITIVE_NEGATIVE,إيجابي / سلبي,FALSE,FALSE
en,NORMAL_RANGE_CONDITIONS,Normal Range Conditions,FALSE,FALSE
arb,NORMAL_RANGE_CONDITIONS,شروط المجال الطبيعي,FALSE,FALSE
en,NORMAL_RANGE_VALUE_TYPE,Normal Range Value Type,FALSE,FALSE
arb,NORMAL_RANGE_VALUE_TYPE,نوع قيمة المجال الطبيعي,FALSE,FALSE
en,TESTS_STATUS_LAB_RAD,Tests Status Lab Rad,FALSE,FALSE
arb,TESTS_STATUS_LAB_RAD,حالة الفحوصات في المختبر والأشعة,FALSE,FALSE
en,MARKERS_LIST,Markers List,FALSE,FALSE
arb,MARKERS_LIST,قائمة المؤشرات,FALSE,FALSE
en,PSYCHOLOGICAL_TEST_TYPES,Psychological Test Types,FALSE,FALSE
arb,PSYCHOLOGICAL_TEST_TYPES,أنواع الاختبارات النفسية,FALSE,FALSE
en,HEARING_LOSS_FINDINGS,Hearing Loss Findings,FALSE,FALSE
arb,HEARING_LOSS_FINDINGS,نتائج فقدان السمع,FALSE,FALSE
en,EYE_MEDICAL_HISTORY,Eye Medical History,FALSE,FALSE
arb,EYE_MEDICAL_HISTORY,التاريخ الطبي للعين,FALSE,FALSE
en,EYE_VISUAL_ACUITY,Eye Visual Acuity,FALSE,FALSE
arb,EYE_VISUAL_ACUITY,حدة البصر,FALSE,FALSE
en,IMPROVEMENTS_STATUS,Improvements Status,FALSE,FALSE
arb,IMPROVEMENTS_STATUS,حالة التحسن,FALSE,FALSE
en,COLOR_BLINDNESS_TEST,Color Blindness Test,FALSE,FALSE
arb,COLOR_BLINDNESS_TEST,اختبار عمى الألوان,FALSE,FALSE
en,LOW_MODERATE_HIGH,Low Moderate High,FALSE,FALSE
arb,LOW_MODERATE_HIGH,منخفض / متوسط / مرتفع,FALSE,FALSE
en,CARDIAC_ECG_FINDINGS,Cardiac ECG Findings,FALSE,FALSE
arb,CARDIAC_ECG_FINDINGS,نتائج تخطيط القلب,FALSE,FALSE
en,CARDIAC_ST_CHANGES,Cardiac ST Changes,FALSE,FALSE
arb,CARDIAC_ST_CHANGES,تغيرات مقطع ST القلبية,FALSE,FALSE
en,TREADMILL_TEST_OUTCOMES,Treadmill Test Outcomes,FALSE,FALSE
arb,TREADMILL_TEST_OUTCOMES,نتائج اختبار جهاز المشي,FALSE,FALSE
en,BLOOD_GROUPS,Blood Groups,FALSE,FALSE
arb,BLOOD_GROUPS,فصائل الدم,FALSE,FALSE
en,END_PREGNANCY_REASONS,End Pregnancy Reasons,FALSE,FALSE
arb,END_PREGNANCY_REASONS,أسباب انتهاء الحمل,FALSE,FALSE
en,BIRTH_METHODS,Birth Methods,FALSE,FALSE
arb,BIRTH_METHODS,طرق الولادة,FALSE,FALSE
en,BLOOD_PRODUCTS,Blood Products,FALSE,FALSE
arb,BLOOD_PRODUCTS,منتجات الدم,FALSE,FALSE
en,BLOOD_TRANSFUSION_SOURCE,Blood Transfusion Source,FALSE,FALSE
arb,BLOOD_TRANSFUSION_SOURCE,مصدر نقل الدم,FALSE,FALSE
en,FREQUENCY_OF_USAGE,Frequency of Usage,FALSE,FALSE
arb,FREQUENCY_OF_USAGE,تكرار الاستخدام,FALSE,FALSE
en,PHYSICAL_LIMITATION,Physical Limitation,FALSE,FALSE
arb,PHYSICAL_LIMITATION,القيود الجسدية,FALSE,FALSE
en,EATING_DISORDERS,Eating Disorders,FALSE,FALSE
arb,EATING_DISORDERS,اضطرابات الأكل,FALSE,FALSE
en,BED_STATUS,Bed Status,FALSE,FALSE
arb,BED_STATUS,حالة السرير,FALSE,FALSE
en,PRODUCT_TYPES,Product Types,FALSE,FALSE
arb,PRODUCT_TYPES,أنواع المنتجات,FALSE,FALSE
en,LOT_SERIAL,Lot_Serial,FALSE,FALSE
arb,LOT_SERIAL,الدفعة / الرقم التسلسلي,FALSE,FALSE
en,NOT,Not,FALSE,FALSE
arb,NOT,لا,FALSE,FALSE
en,SYSTEM_LANGUAGE,System Language,FALSE,FALSE
arb,SYSTEM_LANGUAGE,لغة النظام,FALSE,FALSE
en,BED_TYPES,Bed Types,FALSE,FALSE
arb,BED_TYPES,أنواع الأسرة,FALSE,FALSE
en,ROOM_TYPES,Room Types,FALSE,FALSE
arb,ROOM_TYPES,أنواع الغرف,FALSE,FALSE
en,INTERNAL_EXTERNAL,Internal External,FALSE,FALSE
arb,INTERNAL_EXTERNAL,داخلي / خارجي,FALSE,FALSE
en,REFERRAL_REASONS,Referral Reasons,FALSE,FALSE
arb,REFERRAL_REASONS,أسباب الإحالة,FALSE,FALSE
en,PROCEDURE_STAGES,Procedure Stages,FALSE,FALSE
arb,PROCEDURE_STAGES,مراحل الإجراء,FALSE,FALSE
en,ASA_SCORE,ASA Score,FALSE,FALSE
arb,ASA_SCORE,درجة ASA,FALSE,FALSE
en,ALDRETE_ACTIVITY,Aldrete Activity,FALSE,FALSE
arb,ALDRETE_ACTIVITY,نشاط ألدريت,FALSE,FALSE
en,ALDRETE_RESPIRATION,Aldrete Respiration,FALSE,FALSE
arb,ALDRETE_RESPIRATION,التنفس وفق ألدريت,FALSE,FALSE
en,ALDRETE_CIRCULATION,Aldrete Circulation,FALSE,FALSE
arb,ALDRETE_CIRCULATION,الدورة الدموية وفق ألدريت,FALSE,FALSE
en,ALDRETE_CONSCIOUSNESS,Aldrete Consciousness,FALSE,FALSE
arb,ALDRETE_CONSCIOUSNESS,الوعي وفق ألدريت,FALSE,FALSE
en,ALDRETE_OXYGEN_SATURATION,Aldrete Oxygen Saturation,FALSE,FALSE
arb,ALDRETE_OXYGEN_SATURATION,تشبع الأكسجين وفق ألدريت,FALSE,FALSE
en,OPERATION_ORDER_TYPE,Operation Order Type,FALSE,FALSE
arb,OPERATION_ORDER_TYPE,نوع طلب العملية,FALSE,FALSE
en,BODY_MOVEMENT,Body Movement,FALSE,FALSE
arb,BODY_MOVEMENT,حركة الجسم,FALSE,FALSE
en,SPEECH_ASSESSMENT,Speech Assessment,FALSE,FALSE
arb,SPEECH_ASSESSMENT,تقييم الكلام,FALSE,FALSE
en,MOOD_AND_BEHAVIOR,Mood and Behavior,FALSE,FALSE
arb,MOOD_AND_BEHAVIOR,المزاج والسلوك,FALSE,FALSE
en,PHARMACY_ORDER_STATUS,Pharmacy Order Status,FALSE,FALSE
arb,PHARMACY_ORDER_STATUS,حالة طلب الصيدلية,FALSE,FALSE
en,TEMPORARY_DISCHARGE_TYPES,Temporary Discharge Types,FALSE,FALSE
arb,TEMPORARY_DISCHARGE_TYPES,أنواع الخروج المؤقت,FALSE,FALSE
en,SHIFTS,Shifts,FALSE,FALSE
arb,SHIFTS,المناوبات,FALSE,FALSE
en,NURSE_NOTE_TYPES,Nurse Note Types,FALSE,FALSE
arb,NURSE_NOTE_TYPES,أنواع ملاحظات التمريض,FALSE,FALSE
en,STOCK_TRANSACTIONS_TYPE,Stock Transactions Type,FALSE,FALSE
arb,STOCK_TRANSACTIONS_TYPE,نوع معاملات المخزون,FALSE,FALSE
en,FLUID_INTAKE_TYPES,Fluid Intake Types,FALSE,FALSE
arb,FLUID_INTAKE_TYPES,أنواع مدخلات السوائل,FALSE,FALSE
en,FLUID_OUTPUT_TYPES,Fluid Output Types,FALSE,FALSE
arb,FLUID_OUTPUT_TYPES,أنواع مخرجات السوائل,FALSE,FALSE
en,PATIENT_OPERATION_POSITION,Patient Operation Position,FALSE,FALSE
arb,PATIENT_OPERATION_POSITION,وضعية المريض أثناء العملية,FALSE,FALSE
en,BP_MEASUREMENT_SITE,BP Measurement Site,FALSE,FALSE
arb,BP_MEASUREMENT_SITE,موقع قياس ضغط الدم,FALSE,FALSE
en,SIZE,Size,FALSE,FALSE
arb,SIZE,الحجم,FALSE,FALSE
en,SHORT_TERM_LONGTERM,Short Term LongTerm,FALSE,FALSE
arb,SHORT_TERM_LONGTERM,قصير المدى / طويل المدى,FALSE,FALSE
en,STOCK_OUT_REASONS,Stock-out Reasons,FALSE,FALSE
arb,STOCK_OUT_REASONS,أسباب نفاد المخزون,FALSE,FALSE
en,STOCK_IN_REASONS,Stock-in Reasons,FALSE,FALSE
arb,STOCK_IN_REASONS,أسباب إدخال المخزون,FALSE,FALSE
en,DISCHARGE_TYPES,Discharge Types,FALSE,FALSE
arb,DISCHARGE_TYPES,أنواع الخروج,FALSE,FALSE
en,IV_FREQUENCY,IV Frequency,FALSE,FALSE
arb,IV_FREQUENCY,تكرار السوائل الوريدية,FALSE,FALSE
en,INFUSION_DEVICES,Infusion Devices,FALSE,FALSE
arb,INFUSION_DEVICES,أجهزة التسريب,FALSE,FALSE
en,FLUID_ROUTE,Fluid Route,FALSE,FALSE
arb,FLUID_ROUTE,طريق إعطاء السوائل,FALSE,FALSE
en,PURCHASE_TYPES,Purchase Types,FALSE,FALSE
arb,PURCHASE_TYPES,أنواع المشتريات,FALSE,FALSE
en,EMERGENCY_TRIAGE_DESTINATION,Emergency Triage Destination,FALSE,FALSE
arb,EMERGENCY_TRIAGE_DESTINATION,وجهة فرز حالات الطوارئ,FALSE,FALSE
en,PURCHASE_ITEMS_CATEGORIES,Purchase Items Categories,FALSE,FALSE
arb,PURCHASE_ITEMS_CATEGORIES,فئات عناصر المشتريات,FALSE,FALSE
en,BRADEN_SENSORY_PERCEPTION,Braden Sensory Perception,FALSE,FALSE
arb,BRADEN_SENSORY_PERCEPTION,الإدراك الحسي وفق برادن,FALSE,FALSE
en,BRADEN_MOISTURE,Braden Moisture,FALSE,FALSE
arb,BRADEN_MOISTURE,الرطوبة وفق برادن,FALSE,FALSE
en,BRADEN_ACTIVITY,Braden Activity,FALSE,FALSE
arb,BRADEN_ACTIVITY,النشاط وفق برادن,FALSE,FALSE
en,BRADEN_MOBILITY,Braden Mobility,FALSE,FALSE
arb,BRADEN_MOBILITY,الحركة وفق برادن,FALSE,FALSE
en,BRADEN_NUTRITION,Braden Nutrition,FALSE,FALSE
arb,BRADEN_NUTRITION,التغذية وفق برادن,FALSE,FALSE
en,BRADEN_FRICTION_SHEAR,Braden Friction Shear,FALSE,FALSE
arb,BRADEN_FRICTION_SHEAR,الاحتكاك والقص وفق برادن,FALSE,FALSE
en,BRADEN_RISK_LEVELS,Braden Risk Levels,FALSE,FALSE
arb,BRADEN_RISK_LEVELS,مستويات الخطورة وفق برادن,FALSE,FALSE
en,OPERATION_MATERIALS_TYPES,Operation Materials Types,FALSE,FALSE
arb,OPERATION_MATERIALS_TYPES,أنواع مواد العمليات,FALSE,FALSE
en,GCS_EYE_OPENING,GCS Eye Opening,FALSE,FALSE
arb,GCS_EYE_OPENING,فتح العين وفق مقياس غلاسكو,FALSE,FALSE
en,GCS_VERBAL_RESPONSE,GCS Verbal Response,FALSE,FALSE
arb,GCS_VERBAL_RESPONSE,الاستجابة اللفظية وفق مقياس غلاسكو,FALSE,FALSE
en,CAPRINI_2_POINTS,2 Points Caprini,FALSE,FALSE
arb,CAPRINI_2_POINTS,نقطتان وفق مقياس كابريني,FALSE,FALSE
en,GCS_MOTOR_RESPONSE,GCS Motor Response,FALSE,FALSE
arb,GCS_MOTOR_RESPONSE,الاستجابة الحركية وفق مقياس غلاسكو,FALSE,FALSE
en,MAR_DOSE_STATUS,MAR Dose Status,FALSE,FALSE
arb,MAR_DOSE_STATUS,حالة جرعة MAR,FALSE,FALSE
en,INVENTORY_PRODUCT_STATUS,Inventory Product Status,FALSE,FALSE
arb,INVENTORY_PRODUCT_STATUS,حالة منتج المخزون,FALSE,FALSE
en,MEDICATION_COST_CATEGORIES,Medication Cost Categories,FALSE,FALSE
arb,MEDICATION_COST_CATEGORIES,فئات تكلفة الأدوية,FALSE,FALSE
en,CAPRINI_3_POINTS,3 Points Caprini,FALSE,FALSE
arb,CAPRINI_3_POINTS,3 نقاط وفق مقياس كابريني,FALSE,FALSE
en,CAPRINI_5_POINTS,5 Point Caprini,FALSE,FALSE
arb,CAPRINI_5_POINTS,5 نقاط وفق مقياس كابريني,FALSE,FALSE
en,CAPRINI_1_POINT,I Point Caprini,FALSE,FALSE
arb,CAPRINI_1_POINT,نقطة واحدة وفق مقياس كابريني,FALSE,FALSE
en,CAPRINI_RECOMMENDED_ACTION,Caprini Recommended Action,FALSE,FALSE
arb,CAPRINI_RECOMMENDED_ACTION,الإجراء الموصى به وفق كابريني,FALSE,FALSE
en,SMALL_MEDIUM_LARGE,Small Medium Large,FALSE,FALSE
arb,SMALL_MEDIUM_LARGE,صغير / متوسط / كبير,FALSE,FALSE
en,PHYSIOTHERAPY_PLAN_TYPES,Physiotherapy Plan Types,FALSE,FALSE
arb,PHYSIOTHERAPY_PLAN_TYPES,أنواع خطط العلاج الطبيعي,FALSE,FALSE
en,THERAPEUTIC_DIET_CATEGORY,Therapeutic Diet Category,FALSE,FALSE
arb,THERAPEUTIC_DIET_CATEGORY,فئة النظام الغذائي العلاجي,FALSE,FALSE
en,OT_INTERVENTION_TYPES,OT Intervention Types,FALSE,FALSE
arb,OT_INTERVENTION_TYPES,أنواع تدخلات العلاج الوظيفي,FALSE,FALSE
en,COMMUNICATION_MODE,Communication Mode,FALSE,FALSE
arb,COMMUNICATION_MODE,نمط التواصل,FALSE,FALSE
en,SPEECH_INTELLIGIBILITY,Speech Intelligibility,FALSE,FALSE
arb,SPEECH_INTELLIGIBILITY,وضوح الكلام,FALSE,FALSE
en,SPEECH_VOICE_QUALITY,Speech Voice Quality,FALSE,FALSE
arb,SPEECH_VOICE_QUALITY,جودة الصوت والكلام,FALSE,FALSE
en,SPEECH_FLUENCY,Speech Fluency,FALSE,FALSE
arb,SPEECH_FLUENCY,طلاقة الكلام,FALSE,FALSE
en,ECHO_DOPPLER_INDICATIONS,Echo Doppler Indications,FALSE,FALSE
arb,ECHO_DOPPLER_INDICATIONS,دواعي تخطيط صدى القلب بالدوبلر,FALSE,FALSE
en,ECHO_DOPPLER_TYPES,Echo Doppler Types,FALSE,FALSE
arb,ECHO_DOPPLER_TYPES,أنواع تخطيط صدى القلب بالدوبلر,FALSE,FALSE
en,MEDICATION_ORDER_FREQUENCY,Medication Order Frequency,FALSE,FALSE
arb,MEDICATION_ORDER_FREQUENCY,تكرار طلب الدواء,FALSE,FALSE
en,SERVICE_LINKED_ITEM_TYPES,Service Linked Item Types,FALSE,FALSE
arb,SERVICE_LINKED_ITEM_TYPES,أنواع العناصر المرتبطة بالخدمة,FALSE,FALSE
en,CLINICAL_JOB_ROLES,Clinical Job Roles,FALSE,FALSE
arb,CLINICAL_JOB_ROLES,الأدوار الوظيفية السريرية,FALSE,FALSE
en,DIALYSIS_TYPES,Dialysis Types,FALSE,FALSE
arb,DIALYSIS_TYPES,أنواع غسيل الكلى,FALSE,FALSE
en,DIALYSIS_FREQUENCY,Dialysis Frequency,FALSE,FALSE
arb,DIALYSIS_FREQUENCY,تكرار غسيل الكلى,FALSE,FALSE
en,RASS_SCORE,RASS Score,FALSE,FALSE
arb,RASS_SCORE,درجة RASS,FALSE,FALSE
en,VENTILATION_MODE,Ventilation Mode,FALSE,FALSE
arb,VENTILATION_MODE,نمط التهوية,FALSE,FALSE
en,ICU_PROBLEMS,ICU Problems,FALSE,FALSE
arb,ICU_PROBLEMS,مشكلات وحدة العناية المركزة,FALSE,FALSE
en,ISOLATION_PRECAUTION,Isolation Precaution,FALSE,FALSE
arb,ISOLATION_PRECAUTION,احتياطات العزل,FALSE,FALSE
en,INVASIVE_DEVICE_TYPE,Invasive Device Type,FALSE,FALSE
arb,INVASIVE_DEVICE_TYPE,نوع الجهاز الغازي,FALSE,FALSE
en,INVASIVE_DEVICE_SITE,Invasive Device Site,FALSE,FALSE
arb,INVASIVE_DEVICE_SITE,موقع الجهاز الغازي,FALSE,FALSE
en,PATHOLOGY_CATEGORY,Pathology Category,FALSE,FALSE
arb,PATHOLOGY_CATEGORY,فئة علم الأمراض,FALSE,FALSE
en,MICROBIOLOGY_CATEGORY,Microbiology Category,FALSE,FALSE
arb,MICROBIOLOGY_CATEGORY,فئة الأحياء الدقيقة,FALSE,FALSE
en,PATHOLOGY_ANALYSIS_PROCEDURES,Pathology Analysis Procedures,FALSE,FALSE
arb,PATHOLOGY_ANALYSIS_PROCEDURES,إجراءات تحليل علم الأمراض,FALSE,FALSE
en,MED_ROUTE_OF_ELIMINATION,Med Rout of Elimination,FALSE,FALSE
